NOTE,PROCEDURE,MOD,PAR_AMOUNT,NON_PAR_AMOUNT,LIMITING_CHARGE
,61703,,1563.58,1485.40,1708.21
,61705,,3000.79,2850.75,3278.36
,61708,,2934.56,2787.83,3206.00
,61710,,2475.55,2351.77,2704.54
,61711,,2947.82,2800.43,3220.49
,61720,,1463.15,1389.99,1598.49
,61735,,1836.97,1745.12,2006.89
,61736,,940.76,893.72,1027.78
,61737,,1127.97,1071.57,1232.31
,61750,,1618.96,1538.01,1768.71
,61751,,1591.12,1511.56,1738.29
,61760,,1827.36,1735.99,1996.39
,61770,,1869.32,1775.85,2042.23
,61781,,273.04,259.39,298.30
,61782,,184.22,175.01,201.26
,61783,,263.63,250.45,288.02
,61790,,1010.43,959.91,1103.90
,61791,,1295.64,1230.86,1415.49
,61796,,1168.82,1110.38,1276.94
,61797,,252.73,240.09,276.10
,61798,,1586.17,1506.86,1732.89
,61799,,349.87,332.38,382.24
,61800,,173.46,164.79,189.51
,61850,,1132.58,1075.95,1237.34
,61860,,1802.08,1711.98,1968.78
,61863,,1728.23,1641.82,1888.09
,61864,,326.63,310.30,356.85
,61867,,2629.49,2498.02,2872.72
,61868,,576.65,547.82,629.99
,61880,,665.82,632.53,727.41
,61885,,593.15,563.49,648.01
,61886,,989.22,939.76,1080.72
,61888,,454.03,431.33,496.03
,62000,,1188.23,1128.82,1298.14
,62005,,1464.39,1391.17,1599.85
,62010,,1769.16,1680.70,1932.81
,62100,,1773.17,1684.51,1937.19
,62115,,1934.96,1838.21,2113.94
,62117,,2266.22,2152.91,2475.85
,62120,,2348.72,2231.28,2565.97
,62121,,1715.92,1630.12,1874.64
,62140,,1154.15,1096.44,1260.91
,62141,,1298.40,1233.48,1418.50
,62142,,1014.57,963.84,1108.42
,62143,,1196.43,1136.61,1307.10
,62145,,1626.98,1545.63,1777.47
,62146,,1438.33,1366.41,1571.37
,62147,,1612.36,1531.74,1761.50
,62148,,145.32,138.05,158.76
,62160,,217.64,206.76,237.77
,62161,,1747.85,1660.46,1909.53
,62162,,2175.69,2066.91,2376.95
,62164,,2409.41,2288.94,2632.28
,62165,,1695.89,1611.10,1852.77
,62180,,1841.79,1749.70,2012.16
,62190,,1064.99,1011.74,1163.50
,62192,,1113.12,1057.46,1216.08
,62194,,561.15,533.09,613.05
,62200,,1585.12,1505.86,1731.74
,62201,,1393.56,1323.88,1522.46
,62220,,1105.40,1050.13,1207.65
,62223,,1175.64,1116.86,1284.39
,62225,,605.13,574.87,661.10
,62230,,959.24,911.28,1047.97
,62252,,91.35,86.78,99.80
,62252,TC,38.89,36.95,42.49
,62252,26,52.46,49.84,57.32
,62256,,692.46,657.84,756.52
,62258,,1272.11,1208.50,1389.78
,62263,,654.56,621.83,715.10
#,62263,,328.48,312.06,358.87
,62264,,454.37,431.65,496.40
#,62264,,254.02,241.32,277.52
,62267,,276.74,262.90,302.34
#,62267,,160.43,152.41,175.27
,62268,,267.14,253.78,291.85
,62269,,269.98,256.48,294.95
,62270,,139.41,132.44,152.31
#,62270,,68.14,64.73,74.44
,62272,,190.15,180.64,207.74
#,62272,,101.07,96.02,110.42
,62273,,175.06,166.31,191.26
#,62273,,117.92,112.02,128.82
,62280,,336.02,319.22,367.10
#,62280,,164.91,156.66,180.16
,62281,,248.50,236.08,271.49
#,62281,,164.80,156.56,180.04
,62282,,321.55,305.47,351.29
#,62282,,146.08,138.78,159.60
,62284,,197.17,187.31,215.41
#,62284,,88.26,83.85,96.43
,62287,,587.54,558.16,641.88
,62290,,360.32,342.30,393.65
#,62290,,163.33,155.16,178.43
,62291,,331.94,315.34,362.64
#,62291,,151.42,143.85,165.43
,62292,,600.18,570.17,655.70
,62294,,1094.59,1039.86,1195.84
,62302,,265.86,252.57,290.46
#,62302,,124.00,117.80,135.47
,62303,,270.57,257.04,295.60
#,62303,,124.00,117.80,135.47
,62304,,264.17,250.96,288.60
#,62304,,122.31,116.19,133.62
,62305,,286.72,272.38,313.24
#,62305,,127.05,120.70,138.81
,62320,,172.86,164.22,188.85
#,62320,,106.64,101.31,116.51
,62321,,268.78,255.34,293.64
#,62321,,110.78,105.24,121.03
,62322,,143.73,136.54,157.02
#,62322,,84.56,80.33,92.38
,62323,,264.81,251.57,289.31
#,62323,,102.78,97.64,112.29
,62324,,143.25,136.09,156.50
#,62324,,93.16,88.50,101.78
,62325,,260.67,247.64,284.79
#,62325,,115.45,109.68,126.13
,62326,,144.23,137.02,157.57
#,62326,,89.77,85.28,98.07
,62327,,275.49,261.72,300.98
#,62327,,109.76,104.27,119.91
,62328,,238.47,226.55,260.53
#,62328,,90.56,86.03,98.93
,62329,,298.04,283.14,325.61
#,62329,,117.19,111.33,128.03
,62350,,428.55,407.12,468.19
,62351,,1016.11,965.30,1110.10
,62355,,297.47,282.60,324.99
,62360,,345.98,328.68,377.98
,62361,,490.49,465.97,535.87
,62362,,419.19,398.23,457.96
,62365,,322.53,306.40,352.36
,62367,,33.44,31.77,36.54
#,62367,,26.05,24.75,28.46
,62368,,46.06,43.76,50.32
#,62368,,36.31,34.49,39.66
,62369,,94.46,89.74,103.20
#,62369,,36.64,34.81,40.03
,62370,,95.66,90.88,104.51
#,62370,,48.26,45.85,52.73
,62380,,848.51,806.08,926.99
,63001,,1401.06,1331.01,1530.66
,63003,,1397.99,1328.09,1527.30
,63005,,1355.43,1287.66,1480.81
,63011,,1205.65,1145.37,1317.18
,63012,,1346.81,1279.47,1471.39
,63015,,1683.38,1599.21,1839.09
,63016,,1736.03,1649.23,1896.61
,63017,,1437.47,1365.60,1570.44
,63020,,1223.96,1162.76,1337.17
,63030,,1015.55,964.77,1109.49
,63035,,262.69,249.56,286.99
,63040,,1542.88,1465.74,1685.60
,63042,,1438.98,1367.03,1572.08
,63043,,376.06,357.26,410.85
,63044,,353.75,336.06,386.47
,63045,,1454.34,1381.62,1588.86
,63046,,1378.83,1309.89,1506.37
,63047,,1234.77,1173.03,1348.98
,63048,,235.73,223.94,257.53
,63050,,1635.43,1553.66,1786.71
,63051,,1885.98,1791.68,2060.43
,63052,,289.99,275.49,316.81
,63053,,256.37,243.55,280.08
,63055,,1848.18,1755.77,2019.14
,63056,,1678.42,1594.50,1833.68
,63057,,363.44,345.27,397.06
,63064,,2024.27,1923.06,2211.52
,63066,,237.95,226.05,259.96
,63075,,1521.56,1445.48,1662.30
,63076,,271.02,257.47,296.09
,63077,,1717.49,1631.62,1876.36
,63078,,238.96,227.01,261.06
,63081,,1975.76,1876.97,2158.52
,63082,,297.66,282.78,325.20
,63085,,2164.09,2055.89,2364.27
,63086,,211.26,200.70,230.81
,63087,,2707.91,2572.51,2958.39
,63088,,290.93,276.38,317.84
,63090,,2155.17,2047.41,2354.52
,63091,,195.01,185.26,213.05
,63101,,2634.91,2503.16,2878.63
,63102,,2571.37,2442.80,2809.22
,63103,,332.53,315.90,363.29
,63170,,1833.31,1741.64,2002.89
,63172,,1626.92,1545.57,1777.41
,63173,,1986.53,1887.20,2170.28
,63185,,1265.65,1202.37,1382.73
,63190,,1338.79,1271.85,1462.63
,63191,,1587.73,1508.34,1734.59
,63197,,1969.94,1871.44,2152.16
,63200,,1737.73,1650.84,1898.47
,63250,,3420.95,3249.90,3737.39
,63251,,3496.31,3321.49,3819.71
,63252,,3494.84,3320.10,3818.12
,63265,,1904.61,1809.38,2080.79
,63266,,1957.17,1859.31,2138.21
,63267,,1547.26,1469.90,1690.39
,63268,,1578.05,1499.15,1724.02
,63270,,2395.48,2275.71,2617.07
,63271,,2389.69,2270.21,2610.74
,63272,,2116.49,2010.67,2312.27
,63273,,2152.68,2045.05,2351.81
,63275,,2069.69,1966.21,2261.14
,63276,,2041.70,1939.62,2230.56
,63277,,1773.25,1684.59,1937.28
,63278,,1834.28,1742.57,2003.96
,63280,,2437.20,2315.34,2662.64
,63281,,2412.37,2291.75,2635.51
,63282,,2276.19,2162.38,2486.74
,63283,,2191.48,2081.91,2394.20
,63285,,3014.20,2863.49,3293.01
,63286,,2984.42,2835.20,3260.48
,63287,,3162.57,3004.44,3455.11
,63290,,3216.73,3055.89,3514.27
,63295,,382.14,363.03,417.48
,63300,,2050.81,1948.27,2240.51
,63301,,2542.26,2415.15,2777.42
,63302,,2510.55,2385.02,2742.77
,63303,,2669.08,2535.63,2915.97
,63304,,2708.00,2572.60,2958.49
,63305,,2882.54,2738.41,3149.17
,63306,,2832.78,2691.14,3094.81
,63307,,2774.21,2635.50,3030.83
,63308,,362.45,344.33,395.98
,63600,,1257.84,1194.95,1374.19
,63610,,668.05,634.65,729.85
,63620,,1295.07,1230.32,1414.87
,63621,,291.54,276.96,318.50
,63650,,2342.29,2225.18,2558.96
#,63650,,432.56,410.93,472.57
,63655,,939.82,892.83,1026.75
,63661,,713.80,678.11,779.83
#,63661,,353.10,335.45,385.77
,63662,,951.07,903.52,1039.05
,63663,,936.35,889.53,1022.96
#,63663,,478.17,454.26,522.40
,63664,,994.17,944.46,1086.13
,63685,,391.31,371.74,427.50
,63688,,405.61,385.33,443.13
,63700,,1505.09,1429.84,1644.32
,63702,,1646.24,1563.93,1798.52
,63704,,1912.98,1817.33,2089.93
,63706,,2126.68,2020.35,2323.40
,63707,,1055.31,1002.54,1152.92
,63709,,1249.17,1186.71,1364.72
,63710,,1197.54,1137.66,1308.31
,63740,,1127.86,1071.47,1232.19
,63741,,777.83,738.94,849.78
,63744,,772.31,733.69,843.74
,63746,,694.25,659.54,758.47
,64400,,117.52,111.64,128.39
#,64400,,54.99,52.24,60.08
,64405,,80.61,76.58,88.07
#,64405,,58.09,55.19,63.47
,64408,,85.43,81.16,93.33
#,64408,,47.78,45.39,52.20
,64415,,138.64,131.71,151.47
#,64415,,72.08,68.48,78.75
,64416,,82.05,77.95,89.64
,64417,,164.13,155.92,179.31
#,64417,,65.97,62.67,72.07
,64418,,90.46,85.94,98.83
#,64418,,58.52,55.59,63.93
,64420,,100.41,95.39,109.70
#,64420,,60.75,57.71,66.37
,64421,,34.00,32.30,37.15
#,64421,,25.26,24.00,27.60
,64425,,113.84,108.15,124.37
#,64425,,57.03,54.18,62.31
,64430,,102.20,97.09,111.65
#,64430,,57.49,54.62,62.81
,64435,,84.65,80.42,92.48
#,64435,,46.33,44.01,50.61
,64445,,166.31,157.99,181.69
#,64445,,77.23,73.37,84.38
,64446,,80.35,76.33,87.78
,64447,,119.87,113.88,130.96
#,64447,,65.42,62.15,71.47
,64448,,75.27,71.51,82.24
,64449,,64.62,61.39,70.60
,64450,,77.34,73.47,84.49
#,64450,,43.73,41.54,47.77
,64451,,232.89,221.25,254.44
#,64451,,84.64,80.41,92.47
,64454,,226.17,214.86,247.09
#,64454,,84.98,80.73,92.84
,64455,,51.33,48.76,56.07
#,64455,,34.86,33.12,38.09
,64461,,140.19,133.18,153.16
#,64461,,82.03,77.93,89.62
,64462,,74.87,71.13,81.80
#,64462,,51.00,48.45,55.72
,64463,,238.73,226.79,260.81
#,64463,,85.77,81.48,93.70
,64479,,272.25,258.64,297.44
#,64479,,135.10,128.35,147.60
,64480,,138.22,131.31,151.01
#,64480,,63.93,60.73,69.84
,64483,,252.07,239.47,275.39
#,64483,,114.58,108.85,125.18
,64484,,114.85,109.11,125.48
#,64484,,53.67,50.99,58.64
,64486,,115.82,110.03,126.53
#,64486,,57.67,54.79,63.01
,64487,,222.00,210.90,242.54
#,64487,,66.02,62.72,72.13
,64488,,142.70,135.57,155.91
#,64488,,71.10,67.55,77.68
,64489,,362.07,343.97,395.57
#,64489,,82.05,77.95,89.64
,64490,,196.24,186.43,214.39
#,64490,,108.84,103.40,118.91
,64491,,100.22,95.21,109.49
#,64491,,61.90,58.81,67.63
,64492,,100.89,95.85,110.23
#,64492,,62.91,59.76,68.72
,64493,,181.47,172.40,198.26
#,64493,,94.07,89.37,102.78
,64494,,93.33,88.66,101.96
#,64494,,53.33,50.66,58.26
,64495,,93.33,88.66,101.96
#,64495,,54.00,51.30,59.00
,64505,,153.19,145.53,167.36
#,64505,,113.19,107.53,123.66
,64510,,149.76,142.27,163.61
#,64510,,79.17,75.21,86.49
,64517,,199.60,189.62,218.06
#,64517,,130.35,123.83,142.40
,64520,,234.07,222.37,255.73
#,64520,,86.83,82.49,94.86
,64530,,236.96,225.11,258.88
#,64530,,98.46,93.54,107.57
,64553,,2573.52,2444.84,2811.57
#,64553,,412.68,392.05,450.86
,64555,,2195.60,2085.82,2398.69
#,64555,,340.66,323.63,372.17
,64561,,764.29,726.08,834.99
#,64561,,319.89,303.90,349.49
,64566,,119.99,113.99,131.09
#,64566,,31.92,30.32,34.87
,64568,,649.12,616.66,709.16
,64569,,862.05,818.95,941.79
,64570,,837.89,796.00,915.40
,64575,,326.12,309.81,356.28
,64580,,343.50,326.33,375.28
,64581,,694.59,659.86,758.84
,64582,,931.21,884.65,1017.35
,64583,,919.79,873.80,1004.87
,64584,,774.24,735.53,845.86
,64585,,250.95,238.40,274.16
#,64585,,150.44,142.92,164.36
,64590,,273.26,259.60,298.54
#,64590,,169.73,161.24,185.43
,64595,,239.52,227.54,261.67
#,64595,,133.63,126.95,145.99
,64600,,487.11,462.75,532.16
#,64600,,249.78,237.29,272.88
,64605,,681.33,647.26,744.35
#,64605,,380.13,361.12,415.29
,64610,,849.42,806.95,927.99
#,64610,,543.85,516.66,594.16
,64611,,139.78,132.79,152.71
#,64611,,120.95,114.90,132.14
,64612,,144.54,137.31,157.91
#,64612,,126.05,119.75,137.71
,64615,,171.08,162.53,186.91
#,64615,,139.14,132.18,152.01
,64616,,150.29,142.78,164.20
#,64616,,121.38,115.31,132.61
,64617,,171.10,162.55,186.93
#,64617,,115.30,109.54,125.97
,64620,,218.02,207.12,238.19
#,64620,,185.42,176.15,202.57
,64624,,397.25,377.39,434.00
#,64624,,150.85,143.31,164.81
,64625,,482.81,458.67,527.47
#,64625,,201.10,191.05,219.71
,64628,,497.35,472.48,543.35
,64629,,233.00,221.35,254.55
,64630,,269.71,256.22,294.65
#,64630,,204.16,193.95,223.04
,64632,,92.72,88.08,101.29
#,64632,,69.19,65.73,75.59
,64633,,448.16,425.75,489.61
#,64633,,197.72,187.83,216.00
,64634,,262.30,249.19,286.57
#,64634,,69.34,65.87,75.75
,64635,,452.20,429.59,494.03
#,64635,,198.06,188.16,216.38
,64636,,246.56,234.23,269.36
#,64636,,61.33,58.26,67.00
,64640,,252.65,240.02,276.02
#,64640,,122.56,116.43,133.89
,64642,,160.79,152.75,175.66
#,64642,,115.40,109.63,126.07
,64643,,99.19,94.23,108.36
#,64643,,76.33,72.51,83.39
,64644,,187.41,178.04,204.75
#,64644,,125.89,119.60,137.54
,64645,,129.21,122.75,141.16
#,64645,,89.88,85.39,98.20
,64646,,172.43,163.81,188.38
#,64646,,127.72,121.33,139.53
,64647,,197.67,187.79,215.96
#,64647,,147.92,140.52,161.60
,64650,,92.37,87.75,100.91
#,64650,,43.62,41.44,47.66
,64653,,109.93,104.43,120.09
#,64653,,56.14,53.33,61.33
,64680,,356.64,338.81,389.63
#,64680,,167.72,159.33,183.23
,64681,,472.99,449.34,516.74
#,64681,,231.29,219.73,252.69
,64702,,547.68,520.30,598.35
,64704,,340.09,323.09,371.55
,64708,,532.67,506.04,581.95
,64712,,640.69,608.66,699.96
,64713,,867.51,824.13,947.75
,64714,,822.93,781.78,899.05
,64716,,544.87,517.63,595.27
,64718,,647.10,614.75,706.96
,64719,,437.09,415.24,477.53
,64721,,475.43,451.66,519.41
#,64721,,467.37,444.00,510.60
,64722,,394.06,374.36,430.51
,64726,,280.83,266.79,306.81
,64727,,189.33,179.86,206.84
,64732,,510.15,484.64,557.34
,64734,,577.50,548.63,630.92
,64736,,345.37,328.10,377.32
,64738,,469.47,446.00,512.90
,64740,,479.96,455.96,524.35
,64742,,506.51,481.18,553.36
,64744,,571.53,542.95,624.39
,64746,,470.49,446.97,514.02
,64755,,1017.39,966.52,1111.50
,64760,,572.60,543.97,625.57
,64763,,566.98,538.63,619.42
,64766,,699.65,664.67,764.37
,64771,,618.39,587.47,675.59
,64772,,603.94,573.74,659.80
,64774,,458.71,435.77,501.14
,64776,,424.12,402.91,463.35
,64778,,195.73,185.94,213.83
,64782,,481.98,457.88,526.56
,64783,,232.71,221.07,254.23
,64784,,780.55,741.52,852.75
,64786,,1109.42,1053.95,1212.04
,64787,,252.68,240.05,276.06
,64788,,435.22,413.46,475.48
,64790,,930.03,883.53,1016.06
,64792,,1165.90,1107.61,1273.75
,64795,,213.50,202.83,233.25
,64802,,962.23,914.12,1051.24
,64804,,1367.39,1299.02,1493.87
,64809,,1251.49,1188.92,1367.26
,64818,,840.96,798.91,918.75
,64820,,818.27,777.36,893.96
,64821,,743.60,706.42,812.38
,64822,,753.34,715.67,823.02
,64823,,853.91,811.21,932.89
,64831,,742.42,705.30,811.10
,64832,,356.09,338.29,389.03
,64834,,788.74,749.30,861.70
,64835,,881.00,836.95,962.49
,64836,,881.00,836.95,962.49
,64837,,392.02,372.42,428.28
,64840,,1038.31,986.39,1134.35
,64856,,1095.15,1040.39,1196.45
,64857,,1132.69,1076.06,1237.47
,64858,,1267.34,1203.97,1384.57
,64859,,266.42,253.10,291.07
,64861,,1748.62,1661.19,1910.37
,64862,,1480.49,1406.47,1617.44
,64864,,920.33,874.31,1005.46
,64865,,1152.19,1094.58,1258.77
,64866,,1327.39,1261.02,1450.17
,64868,,1056.40,1003.58,1154.12
,64872,,124.70,118.47,136.24
,64874,,186.14,176.83,203.35
,64876,,210.94,200.39,230.45
,64885,,1140.83,1083.79,1246.36
,64886,,1372.19,1303.58,1499.12
,64890,,1164.32,1106.10,1272.02
,64891,,1237.92,1176.02,1352.42
,64892,,1133.55,1076.87,1238.40
,64893,,1208.16,1147.75,1319.91
,64895,,1429.70,1358.22,1561.95
,64896,,1539.32,1462.35,1681.70
,64897,,1365.21,1296.95,1491.49
,64898,,1477.88,1403.99,1614.59
,64901,,639.49,607.52,698.65
,64902,,740.96,703.91,809.50
,64905,,1080.18,1026.17,1180.10
,64907,,1401.65,1331.57,1531.31
,64910,,809.06,768.61,883.90
,64911,,1099.49,1044.52,1201.20
,64912,,955.98,908.18,1044.41
,64913,,185.44,176.17,202.60
,65091,,761.55,723.47,831.99
,65093,,755.78,717.99,825.69
,65101,,871.37,827.80,951.97
,65103,,897.19,852.33,980.18
,65105,,978.44,929.52,1068.95
,65110,,1350.25,1282.74,1475.15
,65112,,1545.54,1468.26,1688.50
,65114,,1615.16,1534.40,1764.56
,65125,,463.14,439.98,505.98
#,65125,,297.75,282.86,325.29
,65130,,874.09,830.39,954.95
,65135,,884.45,840.23,966.26
,65140,,949.94,902.44,1037.81
,65150,,719.51,683.53,786.06
,65155,,988.80,939.36,1080.26
,65175,,799.26,759.30,873.20
,65205,,29.96,28.46,32.73
,65210,,39.41,37.44,43.06
#,65210,,36.72,34.88,40.11
,65220,,63.00,59.85,68.83
#,65220,,43.84,41.65,47.90
,65222,,68.38,64.96,74.70
#,65222,,50.56,48.03,55.23
,65235,,743.40,706.23,812.16
,65260,,998.64,948.71,1091.02
,65265,,1124.60,1068.37,1228.63
,65270,,291.18,276.62,318.11
#,65270,,144.61,137.38,157.99
,65272,,537.74,510.85,587.48
#,65272,,358.57,340.64,391.74
,65273,,386.42,367.10,422.17
,65275,,600.57,570.54,656.12
#,65275,,468.80,445.36,512.16
,65280,,682.03,647.93,745.12
,65285,,1123.69,1067.51,1227.64
,65286,,710.71,675.17,776.45
#,65286,,503.64,478.46,550.23
,65290,,498.00,473.10,544.07
,65400,,705.16,669.90,770.39
#,65400,,612.04,581.44,668.66
,65410,,145.12,137.86,158.54
#,65410,,103.44,98.27,113.01
,65420,,548.53,521.10,599.27
#,65420,,385.16,365.90,420.79
,65426,,681.05,647.00,744.05
#,65426,,484.39,460.17,529.20
,65430,,117.22,111.36,128.06
#,65430,,102.77,97.63,112.27
,65435,,83.88,79.69,91.64
#,65435,,70.10,66.60,76.59
,65436,,394.38,374.66,430.86
#,65436,,375.21,356.45,409.92
,65450,,333.66,316.98,364.53
#,65450,,326.60,310.27,356.81
,65600,,444.70,422.47,485.84
#,65600,,344.19,326.98,376.03
,65710,,1160.60,1102.57,1267.96
,65730,,1273.82,1210.13,1391.65
,65750,,1282.16,1218.05,1400.76
,65755,,1277.76,1213.87,1395.95
,65756,,1198.33,1138.41,1309.17
,65757,,74.03,70.33,80.88
,65770,,1431.77,1360.18,1564.21
,65772,,463.93,440.73,506.84
#,65772,,410.48,389.96,448.45
,65775,,583.51,554.33,637.48
,65778,,1336.09,1269.29,1459.68
#,65778,,53.30,50.64,58.24
,65779,,1153.71,1096.02,1260.42
#,65779,,149.93,142.43,163.79
,65780,,678.25,644.34,740.99
,65781,,1345.97,1278.67,1470.47
,65782,,1162.14,1104.03,1269.63
,65785,,2183.83,2074.64,2385.84
#,65785,,449.57,427.09,491.15
,65800,,122.17,116.06,133.47
#,65800,,90.91,86.36,99.31
,65810,,470.55,447.02,514.07
,65815,,653.13,620.47,713.54
#,65815,,482.70,458.57,527.36
,65820,,838.38,796.46,915.93
,65850,,858.33,815.41,937.72
,65855,,250.15,237.64,273.29
#,65855,,209.14,198.68,228.48
,65860,,312.75,297.11,341.68
#,65860,,252.24,239.63,275.57
,65865,,486.00,461.70,530.96
,65870,,604.16,573.95,660.04
,65875,,644.29,612.08,703.89
,65880,,677.76,643.87,740.45
,65900,,1008.72,958.28,1102.02
,65920,,804.66,764.43,879.09
,65930,,653.56,620.88,714.01
,66020,,200.53,190.50,219.08
#,66020,,132.96,126.31,145.26
,66030,,180.48,171.46,197.18
#,66030,,112.91,107.26,123.35
,66130,,719.26,683.30,785.80
#,66130,,573.37,544.70,626.41
,66150,,890.21,845.70,972.56
,66155,,889.54,845.06,971.82
,66160,,1001.40,951.33,1094.03
,66170,,1109.56,1054.08,1212.19
,66172,,1210.92,1150.37,1322.93
,66174,,632.58,600.95,691.09
,66175,,735.77,698.98,803.83
,66179,,1096.13,1041.32,1197.52
,66180,,1156.06,1098.26,1263.00
,66183,,1044.68,992.45,1141.32
,66184,,803.30,763.14,877.61
,66185,,863.79,820.60,943.69
,66225,,950.26,902.75,1038.16
,66250,,765.88,727.59,836.73
#,66250,,564.52,536.29,616.73
,66500,,402.02,381.92,439.21
,66505,,436.20,414.39,476.55
,66600,,923.26,877.10,1008.67
,66605,,1109.55,1054.07,1212.18
,66625,,435.43,413.66,475.71
,66630,,574.99,546.24,628.18
,66635,,580.29,551.28,633.97
,66680,,529.67,503.19,578.67
,66682,,726.51,690.18,793.71
,66700,,459.57,436.59,502.08
#,66700,,396.71,376.87,433.40
,66710,,449.82,427.33,491.43
#,66710,,396.71,376.87,433.40
,66711,,512.62,486.99,560.04
,66720,,474.13,450.42,517.98
#,66720,,415.98,395.18,454.46
,66740,,446.80,424.46,488.13
#,66740,,396.71,376.87,433.40
,66761,,304.27,289.06,332.42
#,66761,,239.73,227.74,261.90
,66762,,485.54,461.26,530.45
#,66762,,430.74,409.20,470.58
,66770,,537.99,511.09,587.75
#,66770,,487.90,463.51,533.04
,66820,,478.61,454.68,522.88
,66821,,339.13,322.17,370.50
#,66821,,315.60,299.82,344.79
,66825,,848.95,806.50,927.48
,66830,,719.33,683.36,785.86
,66840,,703.56,668.38,768.64
,66850,,799.79,759.80,873.77
,66852,,851.61,809.03,930.38
,66920,,760.56,722.53,830.91
,66930,,870.39,826.87,950.90
,66940,,795.81,756.02,869.42
,66982,,756.33,718.51,826.29
,66984,,552.15,524.54,603.22
,66985,,780.00,741.00,852.15
,66986,,915.96,870.16,1000.68
,66987,,818.48,777.56,894.19
,66988,,658.88,625.94,719.83
,66989,,867.96,824.56,948.24
,66990,,89.90,85.41,98.22
,66991,,692.23,657.62,756.26
,67005,,482.33,458.21,526.94
,67010,,553.42,525.75,604.61
,67015,,615.29,584.53,672.21
,67025,,755.11,717.35,824.95
#,67025,,641.15,609.09,700.45
,67027,,860.53,817.50,940.13
,67028,,115.53,109.75,126.21
#,67028,,93.35,88.68,101.98
,67030,,566.22,537.91,618.60
,67031,,395.84,376.05,432.46
#,67031,,359.53,341.55,392.78
,67036,,908.30,862.89,992.32
,67039,,973.41,924.74,1063.45
,67040,,1051.26,998.70,1148.51
,67041,,1160.52,1102.49,1267.86
,67042,,1160.19,1102.18,1267.51
,67043,,1222.70,1161.57,1335.81
,67101,,339.95,322.95,371.39
#,67101,,288.86,274.42,315.58
,67105,,301.03,285.98,328.88
#,67105,,278.85,264.91,304.65
,67107,,1139.45,1082.48,1244.85
,67108,,1206.94,1146.59,1318.58
,67110,,905.37,860.10,989.12
#,67110,,825.03,783.78,901.35
,67113,,1350.18,1282.67,1475.07
,67115,,505.37,480.10,552.12
,67120,,682.51,648.38,745.64
#,67120,,562.84,534.70,614.91
,67121,,915.62,869.84,1000.32
,67141,,273.31,259.64,298.59
#,67141,,219.19,208.23,239.46
,67145,,246.41,234.09,269.20
#,67145,,219.19,208.23,239.46
,67208,,612.09,581.49,668.71
#,67208,,584.86,555.62,638.96
,67210,,524.51,498.28,573.02
#,67210,,506.02,480.72,552.83
,67218,,1415.92,1345.12,1546.89
,67220,,539.07,512.12,588.94
#,67220,,505.46,480.19,552.22
,67221,,277.52,263.64,303.19
#,67221,,212.30,201.69,231.94
,67225,,29.96,28.46,32.73
#,67225,,28.28,26.87,30.90
,67227,,300.28,285.27,328.06
#,67227,,258.26,245.35,282.15
,67228,,346.06,328.76,378.07
#,67228,,308.75,293.31,337.31
,67229,,1175.08,1116.33,1283.78
,67250,,925.56,879.28,1011.17
,67255,,698.94,663.99,763.59
,67311,,461.84,438.75,504.56
,67312,,675.53,641.75,738.01
,67314,,461.84,438.75,504.56
,67316,,724.53,688.30,791.55
,67318,,698.93,663.98,763.58
,67320,,207.12,196.76,226.27
,67331,,195.72,185.93,213.82
,67332,,214.23,203.52,234.05
,67334,,193.05,183.40,210.91
,67335,,191.51,181.93,209.22
,67340,,296.94,282.09,324.40
,67343,,682.40,648.28,745.52
,67345,,251.83,239.24,275.13
#,67345,,224.26,213.05,245.01
,67346,,194.76,185.02,212.77
,67400,,1061.55,1008.47,1159.74
,67405,,928.30,881.89,1014.17
,67412,,1015.55,964.77,1109.49
,67413,,992.39,942.77,1084.19
,67414,,1496.33,1421.51,1634.74
,67415,,104.88,99.64,114.59
,67420,,1806.21,1715.90,1973.29
,67430,,1417.02,1346.17,1548.10
,67440,,1374.63,1305.90,1501.79
,67445,,1565.50,1487.23,1710.31
,67450,,1424.34,1353.12,1556.09
,67500,,78.93,74.98,86.23
#,67500,,65.82,62.53,71.91
,67505,,88.67,84.24,96.88
#,67505,,74.22,70.51,81.09
,67515,,53.01,50.36,57.91
#,67515,,48.31,45.89,52.77
,67550,,1112.62,1056.99,1215.54
